country_iso3,year,period,allegation,paragraph_id,word_count,flagged_for_review,suggested_violation,violation_score,violation_matches,suggested_strategy,strategy_score,strategy_matches,manual_violation_code,manual_strategy_code,coder_notes,paragraph_text
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),10,121,False,,0.0,,,0.0,,,,,"The representative of Egypt, in his speech of 27 November, also spoke of liability for paralysing the Suez Canal. Who, in fact, has paralysed the Suez Canal? The Egyptian authorities have deliberately established forty-nine obstructions in Port Said and the Suez Canal. Some of these were blockships prepared long in advance. These acts of sabotage had no connexion with the fighting and were wanton obstructions of free passage through the Canal. 53. The representative of Lebanon, in his speech in the general debate on 26 November [595th meeting], alleged that thousands of people in Port Said were in a desperate state because the Anglo-French commander had refused access by officials of the International Red Cross and Egyptian Red Crescent Societies. 54."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),11,129,False,,0.007752,hospitals,,0.007752,impartial,,,,"The facts are that an Egyptian Red Crescent train had been admitted on 15 November, and a second train had been admitted on 24 November. There were already at that time two International Red Cross representatives in Port Said, and I understand that the senior of them reported on 24 November that they were satisfied about the nursing facilities and the medical supplies available in the hospitals in the town. 55. The British and French forces in Port Said have o shown that they have nothing to hide. Some fifty correspondents are accredited to the British forces, and twenty-three to the French forces. I suggest that the Assembly should listen to reports of these impartial observers, rather than to the false charges which have been so widely disseminated. 56."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),12,129,False,,0.0,,,0.0,,,,,"It is the hope of my Government that it will be possible to solve both our difficulties with Egypt and; the basic problems of the Middle East in general. We will co-operate in every way possible towards these ends. The problems must be solved. But the task will not be made easier so long as the Egyptian Government continues to use its State-controlled propaganda machine and methods of bribery and subversion to stir up hatred and promote unrest in the Middle East. My Government has a considerable amount of information about these activities which I could bring to the attention of the Assembly. But we are doing our best to heal wounds, not to reopen them, and I do not propose, therefore, to go into them in greater detail."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),13,123,False,,0.0,,,0.0,,,,,"We can and do expect this Assembly to recognize that methods such as these are incompatible with the high standards of respect for the truth which must animate all our activities. 57. Though our attention is concentrated at this time on the Middle East and Hungary, we should do well to recall the continuing role of the United Nations in matters of a less urgent but still deeply significant character. 58. The search for agreement on disarmament is one of the main tasks of the United Nations and, indeed, was one of the principal impulses to the foundation of this Organization. The Disarmament Commission, and, where appropriate, its Sub-Committee, is in our view the best forum for the discussion of this problem. 59."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),14,121,False,,0.008264,repression,,0.0,,,,,"We are studying the Soviet Government’s statement of 17 November 1956 [A/3366). I am bound to say that the statement suggests that the intention is to disrupt the North Atlantic alliance, while making no attempt to remove, nor even to alleviate, the political situations which have made such defensive organizations necessary. The timing of the statement suggests that it is a diversionary measure, to distract attention from the repression of freedom in Hungary. 60. The Assembly will have noted that the Soviet Government has revived its demand for the elimination of the world’s stockpiles of nuclear weapons. However, they must know that this suggestion is quite unrealistic so long as there is no known method detecting hidden stocks of such weapons."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),15,120,False,,0.0,,,0.0,,,,,"The one step forward contained in the latest Soviet proposals is the somewhat grudging acceptance of the principle of aerial inspection, as part of the system of control. But the Soviet Government says only that it is “prepared to consider the question of employing aerial photography” within an area 800 kilometres east and west of the present demarcation line in Europe, “provided that the States concerned give their consent” [A/3366, para. 27]. 61. Since the United States and ally but a very narrow strip on the western frontier of the Soviet Union would be outside this area, this would provide no guarantee against a major surprise attack, which was the purpose of the original proposal made by President Eisenhower. 62."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),16,181,False,,0.005525,settlement,,0.0,,,,,"Apart from the step forward made in respect of the principle of aerial inspection, I regret to note the Soviet Government’s statement is as vague as ever on the crucial question of effective international control. This is for us, and for any country valuing its security, the most essential element in any disarmament plan. Nevertheless, we are prepared to discuss the latest proposals of the Soviet Government and to see whether they provide a basis on which progress can be made. 63. So far as my Government is concerned, it believes that any comprehensive disarmament programme must proceed by stages and must be related to the settlement of major political problems. We believe that such a programme should begin under international control ""with such reductions as are possible today; that it should provide that, at an appropriate stage, the build-up of nuclear weapons would be discontinued; that there should be an effective control organization which would include aerial surveys, and that it must be possible to suspend the process of disarmament if there should be a threat to the peace. 64."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),17,133,True,use_of_force,0.015038,military action; hostilities,,0.0,,,,,"In conclusion, I would like to revert to the situation in the Middle East. It was against the background of a world-wide struggle between Soviet communism and the free world that a long deteriorating situation erupted, on 29 October, into major hostilities between Israel and Egypt. Since the Security Council had proved itself incapable of dealing with the situation which had arisen, the British and French Governments felt it their duty immediately to intervene. After the two parties had agreed to a cease-fire, we also gave orders to cease our military action. And we made it clear that we should be glad if the United Nations would take over the physical task of preserving peace. 65. Thus the conception of an international force came into being, gaining rapid support in the United Nations."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),18,135,False,,0.0,,,0.0,,,,,"The United Kingdom delegation also supported this proposal. As soon as it became apparent that the United Nations Emergency Force would shortly be capable of carrying out the physical task of preserving peace, the Government of the United Kingdom decided that the withdrawal of our forces in the Port Said area could be carried out without delay. 66. As is known throughout the world, the Allied Commander-in-Chief has been instructed to seek agreement with the United Nations Commander concerning a time-table for complete withdrawal, taking into account the military and practical problems involved. With good faith on all sides, we believe that this timetable can be carried out in a short time. 67. But there are serious dangers ahead in the Middle East, and the United Nations will require resolution and vigilance in facing them."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),19,142,False,,0.007042,settlement,,0.0,,,,,"We have all been disturbed by reports of continued Soviet machinations in this area — machinations exposed by Anglo-French operations. It would be a poor ending, indeed, to the great conception of the United Nations force, and the exhaustive efforts made here in the United Nations, if the only result were to be the opening of the area to Soviet communism. If that danger can be averted, we can look ahead to a settlement of the outstanding problems of the area. The United Nations would indeed have failed if the opportunity were missed, once and for all, to achieve the peaceful conditions in the Middle East which have eluded us for so long. 68. Events viewed under the magnifying glass of the present time often result in a distorted series of images, and we must not lose the grand perspective of reality."
GBR,1956,Cold War (1946–1989),UK participation in Suez intervention (Operation Musketeer),20,83,False,,0.0,,,0.0,,,,,"Whatever our past tradition, whatever our present policies, we are all involved together in this ferment of the mid-twentieth century. There is no short-cut to peace. However, this much can be said. The United Nations can avoid mistaken judgements, providing it preserves a sense of history and has a perspective on the future. Only with a sense of the need for justice will the United Nations be able to create the conditions of mutual confidence which are the necessary foundation for world peace."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),0,171,False,,0.005848,sanctions,,0.0,,,,,"This eleventh session of the United Nations General Assembly is of special importance not only because of the gravity of the issues before it but also because we are conscious of the fact that we face the question of the effectiveness, and even the very existence, of our Organization. 2. This is not the first time the United Nations has faced difficulties, but experience in recent years shows that an effort has been necessary to try to surmount them, in all too many cases without success. The point to remember, in order to understand the history of the past eleven years, is that the respective roles of the General Assembly and Security Council were clearly defined in the Charter. The General Assembly is empowered only to make recommendations; the Security Council, where a small number of delegations are represented and each of the five great Powers possess a right of veto, being alone empowered to take decisions which may even involve the application of sanctions and the use of armed force."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),1,153,False,,0.0,,,0.0,,,,,"Whereas none of the Members of the Organization are ever legally bound to accept Assembly recommendations, they are required, in acceding to the Charter, to accept and carry out Council decisions. 3. During the early years of the United Nations, the Security Council acted to some purpose, as in the cases of the withdrawal of Soviet troops from Iran and the aid given by the “satellite” countries to the Communist uprising in Greece. Since 1947, however, the Council has been paralysed whenever there has been a conflict of opinion between the Soviet Union and the West. 4. It was to overcome the drawbacks of an unrestrained use of the right of veto by the Soviet Union that the United States delegation, in 1950, put forward a system in the “Uniting for Peace” resolution [377 (V)] whereby the General Assembly could be convened almost immediately in the event of the paralysis of the Council."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),2,146,False,,0.0,,,0.0,,,,,"It was not until a case arose in which the United Kingdom and France were involved that this system was put into effect. We note this fact without bitterness but not without misgiving. 5. If we look back on the main issues discussed by the United Nations, we find that it has been unable to resolve most of the questions referred to it. For example, the Security Council asked the Military Staff Committee in 1946 to study the possibility of establishing a United Nations armed force but the Committee reported two years later that it had been unable to continue its task because of Soviet opposition. 6. The problem of the independence of Korea was brought before the General Assembly by the United States in 1947 and the Assembly proposed the establishment of a temporary commission, but this proved incapable of functioning because of Soviet obstruction."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),3,145,False,,0.0,,,0.0,,,,,"The only reason why the Council was able to act in 1950 when South Korea was invaded by the North Korean army was that the Soviet Union was not in a position to use its veto, having withdrawn in January 1950 in protest against the presence of the representative of Nationalist China. But when the United Nations Command informed the Council a few months later that its forces were in contact with Chinese Communist units in North Korea, action against Communist China was completely balked by the Soviet Union veto. 7. The question of Kashmir was brought before the Security Council at India’s request on 1 January 1948. The Commission set up to investigate the matter succeeded in establishing a cease-fire but later proved incapable of ensuring the progressive demilitarization which was to precede the plebiscite due to be held under United Nations auspices. 8."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),4,156,False,,0.00641,occupation,,0.00641,similarly,,,,"In March 1948, the Security Council considered a request by the permanent representative of Czechoslovakia concerning the violation of his country’s independence by the Soviet Union, and once again United Nations action was as could have been expected paralysed by the veto. Listening the other day to the Czechoslovak representative’s reference to Hungary, we were able to gauge what the moral effects of our impotence have been. 9. In September 1948, France, the United States and the United Kingdom called the Council’s attention to the action by the Soviet Union in its occupation zone in Eastern Germany and Berlin, but a draft resolution approved by nine Members was rejected as a result of the Soviet veto. Similarly, a commission set up by the General Assembly on 20 December 1951 to investigate the conditions under which free elections could be organized in Germany was unable even to establish contact with the authorities of the Soviet Zone. 10."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),5,264,False,,0.007576,settlement; partition,,0.003788,security council resolution,,,,"On 9 September 1951, the Yugoslav Government asked the General Assembly to put an end to the pressure which for three years had been exerted against the independence and integrity of Yugoslav territory by the Soviet Union’s “satellites”. On 14 December 1951, the Assembly adopted a resolution [509 (VI)] on the proposal of Yugoslavia but the Soviet Union and the other countries concerned completely ignored the recommendation made. A similar failure was registered [resolution 613 (VII)] on 20 December 1952 in regard to the Austrian Peace Treaty. 11. Nor did the United Nations meet with any greater success when it took up the question of human rights and fundamental freedoms in Hungary, Bulgaria and Romania. 12. If we consider the question of Palestine, which is today a particularly burning one, we find that the Palestine partition plan adopted by the Assembly on 29 November 1947 [resolution 181 (II)] was rejected by the Arab Higher Committee; that after the Security Council adopted a resolution [S/714, resolution I] urging the Arab and Jewish communities in Palestine to accept a truce the Arab States refused to heed it; that Count Bernadotte, the United Nations Mediator, and his deputy were assassinated near Jerusalem; that hostilities broke out between Israel and the Arab States in October 1948; that on 11 August 1949 a Security Council resolution [S/1376, resolution II] urged the parties to negotiate a peace settlement but this never materialized; and that no success was registered in finding a satisfactory solution for any one of the questions discussed by the Security Council or the Mixed Armistice Commissions. 13."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),6,132,False,,0.0,,,0.0,,,,,"I hope you will bear with me in recalling these difficulties and failures at some length, but my purpose was not to show despondency regarding the role that our Organization could and should play but to draw lessons from shortcomings that have become apparent in practice. The main causes of these failures are undoubtedly the abuse of the right of veto by the Soviet Union; the General Assembly’s inability to make a sufficiently objective study of the problems and compel respect for its recommendations; the fact that the effects and not the causes of the political crises which come before us for discussion are considered and the difficulties — and I shall revert to this point in a few moments — of choosing between conciliation and intervention in disputes in progress. 14."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),7,146,False,,0.006849,offensive,,0.006849,consistent,,,,"This year, two problems have arisen which are so acute that the United Nations has been severely shaken; I refer to the questions of Hungary and Egypt. The French Government does not recognize any basis of comparison between the two questions. It would, of course, be offensive to France and the United Kingdom to compare them with the Soviet Union and it would be even more offensive to Hungary to compare it with Egypt. 15. If we examine Egypt’s action during the past few months, we note a stream of threats directed both against Israel and the Western Powers. 16. As far as France is concerned, these threats were all the less justified in that the French Government in face of certain of Colonel Nasser’s actions, had consistently shown itself to be long-suffering to a degree which often earned it the censure of French public opinion."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),8,128,False,,0.0,,,0.007812,internal affairs,,,,"In particular, at no time did we reply to the harangues delivered by the Egyptian dictator, the interference of the Cairo radio or even the practice of training large numbers of agitators in Egypt for subsequent despatch to North Africa. Yet the complaints we are making have proved to be more than justified, as the Athos incident has established the fact of direct interference by Egypt in French affairs. The loading of a ship by uniformed Egyptian soldiers with seventy tons of arms to be used for fomenting agitation against France constitutes interference in a country’s internal affairs in the most blatant form. 17. But the issue which overshadowed all others and showed the Egyptian problem in its true light is, of course, that of the Suez Canal."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),9,145,False,,0.006897,borders,,0.0,,,,,"I argued the legal aspect of the case against the nationalization of the Canal in the Security Council, and I believe I proved that Colonel Nasser had no right to take the unilateral action he did, In the General Assembly, however, I feel that it is the political aspect that should be mainly stressed. Many nations have actually coupled the nationalization of the Canal with the question of national independence, as if an independent country could in no circumstances be bound by its international obligations. Were that the case, international co-operation would cease to be a practical proposition in the present world, and the only thing left to each of our countries would be to close its frontiers, The wealthy nations would live prosperously within their own borders and the poor ones in poverty within theirs, There would be no further question of international solidarity."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),10,144,False,,0.006944,settlement,,0.0,,,,,"This point is of such importance that I shall revert to it later when I take up the question of assistance to under-developed countries, which also features on the General Assembly’s agenda. 18. On the Suez question, the first London Conference, held from 16 to 23 August 1956 had led us to hope that a settlement would be reached. But for Soviet Union opposition, we would undoubtedly have succeeded very quickly in arriving at a system for operating the Canal that would have been acceptable to all. The outcome was the Eighteen Nation Plan which Mr. Menzies, the Australian Prime Minister, submitted in Cairo without a favourable reply being forthcoming. I am firmly convinced that it was still possible at that time to avoid any conflict and to settle the affair in the best interests of the Egyptian people, if not of Colonel Nasser."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),11,124,False,,0.0,,,0.0,,,,,"The sequence of events at the second London Conference held from 19 to 21 September 1956 clearly brought out the Canal users’ weakness in face of the arbitrary action of which they had been the victims, thus encouraging Colonel Nasser to take an uncompromising stand. 19. The United Kingdom and France then came before the Security Council, where they once again encountered the traditional Soviet Union veto. What I found interesting at those meetings, however, was not so much the adoption of the six principles, on the application of which there will be lengthy discussion, as the organization of closed sessions and the holding of meetings in the Secretary-General’s office at which the possibility was afforded of freely discussing a number of problems. 20."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),12,139,False,,0.007194,aggression,,0.0,,,,,"The general feeling in mid-October was that there was a great vacuum — a vacuum which very largely justifies the fears Israel may have had as to Colonel Nasser’s next moves. It had received credible information indicating that it might be the next victim of aggression, What we have here is an Israel tragedy which we must try to understand: because of our failure to find a settlement of the problems of the Middle East and put an end to certain threats, we have, as it were, condemned Israel to the necessity of waging preventive war. 21. Marshal Bulganin’s recent statement of 5 November 1956 raising the question of Israel’s continued existence as a State is a political blunder of the first order, for its effect can only be to drive the Government of Israel to acts of desperation."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),13,220,False,,0.004545,discrimination,,0.0,,,,,"A country in danger of being wiped off the map overnight will scarcely hesitate over methods, 22. If we say this today, it is not because we have chosen between Israel and the Arab countries. We do not agree, in fact, that any such choice has to be made. However, we consider it essential to achieve conditions for peaceful coexistence between the two sides. 23. To return to recent events, the question facing France and the United Kingdom was this: what could and should our two countries do in face of a conflict that had become sooner or later inevitable? Our Governments were guided by the following considerations: the need to take account of the facts of the situation and the impotence of the United Nations in the Middle East; the avoidance of any discrimination in principle between the Arab countries and Israel but without forgetting Colonel Nasser’s persistent threats; the desire to try to protect the Canal zone (because of circumstances we were unable to prevent Egypt from blocking the Canal without any military justification and breach of the 1888 Constantinople Convention) ; the desire to avert Soviet intervention, which for several months had taken the form of large-scale shipments of arms of all kinds and which might ultimately have resulted in the outbreak of a world war. 24."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),14,124,False,,0.008065,military operation,,0.0,,,,,"We have been sharply rebuked for taking the initiative in launching military operations Without having been directly attacked. While I am prepared to concede the cogency of that criticism from a strictly formal point of view, I would like to suggest an analogy at this point. Speaking one day in a small rural commune in France, I put to my audience the following argument: “Suppose the French Government had been able to take action against Germany in March 1936, when Hitler’s armies invaded the Rhineland. It would have touched off a minor conflict which would probably have soon been over. Nevertheless, some lives would have been lost and the Government would have been held responsible for its action in the eyes of the world."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),15,145,False,,0.006897,military operation,,0.0,,,,,"No one would have known that by acting as it did it had averted the loss of twenty million lives in the Second World War. The problem is not always that of putting off settlement day.” 25. There is little to be said that you do not already know about the military operations which have taken place in Egypt. Contrary to Colonel Nasser’s assertions, the Egyptian army showed little enthusiasm in battle; the fact that Israel lost only 170 men in putting two Egyptian divisions out of action speaks for itself. We also noted the great wisdom of the Arab countries which gave Egypt moral support, as was natural, but refrained from direct intervention in the conflict. 26. The most important feature of this short campaign is the vast amount of military equipment of Soviet origin captured by the Israel army in the Sinai desert."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),16,126,False,,0.0,,,0.0,,,,,"It is impossible to believe that this could have been utilized by the Egyptian army alone, which everyone knew had very few specialists and technicians. Everything warrants the belief, therefore, that this stockpiled equipment was awaiting the volunteers who would at the appointed time have put it to more effective use. I shall leave it to the Government of Israel to supply the exact tally of its war booty, but I cannot refrain at this juncture from expressing some concern at the way in which the Soviet Union claims to organize world peace while criticizing others for jeopardizing it. 27. As far as the Anglo-French action is concerned, the main concern was to destroy the aircraft which had also been abundantly supplied by the Soviet Union."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),17,166,False,,0.0,,,0.0,,,,,"We bombed airfields and destroyed aircraft on the ground, but we always gave due warning so that personnel could take shelter, which they always very carefully did. The one episode in this campaign in which casualties were unfortunately heavy was at Port Said, but for this the false reports broadcast by the Cairo Radio were partially responsible. Port Said had surrendered and it seemed that all would be quiet when the announcement that London and Paris had been attacked by Soviet atomic rockets and that Russian troops were about to land had the effect of driving the local inhabitants to futile actions which could have been avoided. 28. From the rapid summary I have given, it is at all events clear that the action of Israel on the one hand and that of France and the United Kingdom on the other, although they by-passed the United Nations — for which you may reproach us — had absolutely nothing in common with the Soviet action in Hungary."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),18,138,False,,0.0,,,0.0,,,,,"Hungary was not threatening Russia; it merely wished to gain its independence and freedom. The purpose of the Soviet action was to change the country’s internal political life, which was not true of France and the United Kingdom in Egypt. The Soviet action sought not to destroy dangerous military targets, but to break a people’s resistance to oppression and poverty. In carrying it out there was no attempt to avoid loss of life as refugees’ reports of the atrocities committed all too clearly show. Lastly, we have only to compare the attitudes of Colonel Nasser and of Mr. Imre Nagy to see how unlike the two cases are. 29. If we now look at the part played by the United Nations in the two crises, the comparison reveals a picture quite different from what we might have expected."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),19,164,False,,0.0,,,0.006098,consistent,,,,"The French Government and French public opinion regret, first, that the Security Council and the emergency special sessions of the General Assembly regarded the problem of the Suez as more important, more urgent and more serious than that of Hungary; and, secondly, that the effects of the crisis were discussed at length whereas its causes were consistently neglected and nothing was done to prevent their recurrence. We were shocked by certain votes. I am not thinking of the votes of the Soviet Union and the “satellite” countries, which have never shown much respect for the United Nations, but of those cast by friendly countries from which we might have expected a different stand on the Hungarian question. Nevertheless, I wish to give the United Nations credit for the idea of creating an international Force, although I deplore the fact that this Force has an opportunity to act in Egypt but not in Hungary, so that the value of its action is inevitably lessened. 30."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),20,129,False,,0.0,,,0.0,,,,,"The point I believe must be emphasized is the attitude of the various Powers concerned towards the recommendations made to them by the General Assembly. 31. The Government of Israel quickly accepted the cease-fire although it could easily have exploited its victory to protect itself from any future surprise attack. It agreed to withdraw its troops from the Sinai Peninsula just when it was taking stock of the large amount of Soviet material there, to which I referred a moment ago. 32. France and the United Kingdom agreed to a ceasefire at a date which many of our opponents themselves regarded as premature. It would perhaps have been desirable to ensure the protection of the entire Canal and to prevent the scuttling of any more ships there by Egypt."
FRA,1956,Cold War (1946–1989),French participation in Suez intervention (Operation Musketeer),21,152,False,,0.006579,settlement,,0.0,,,,,"This could have been done without further bloodshed, in view of the virtual absence of resistance on the part of the Egyptian Army. 33. The Soviet Union has shown two different attitudes. In the case of Hungary it airily ignored the General Assembly’s recommendation [resolution 1004 (ES-II)] and then, during the recent debate, blamed its victims for its own acts. In the case of the Suez, however, it has tried to prevent any settlement from being reached and to revive the conflict in the Middle East by reports that Soviet volunteers might be sent to Egypt and by increasing its deliveries of arms to Syria. 34. The Egyptian Government itself has agreed to the parts of the recommendations of the United Nations which were favourable to it, but not to those which were not to its liking — for example, the stationing of the United Nations Emergency Force in the Canal zone."
